pruid,prename,prfname,week_end,sex,age,numtotal_atleast1dose,numtotal_1dose,numtotal_1doserange,numtotal_2doses,numtotal_2dosesrange,prop_atleast1dose,prop_1dose,prop_1doserange,prop_2doses,prop_2dosesrange,numweekdelta_atleast1dose,numweekdelta_2doses,propweekdelta_1dose,propweekdelta_2doses
12,Nova Scotia,Nouvelle-Écosse,2021-01-16,f,75-79,54,49,,5,,0.266824785,0.242118786,,0.024705999,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-16,f,80+,210,207,,3,,0.737670367,0.727132219,,0.010538148,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-16,f,Unknown,0,0,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-16,m,0-17,0,0,,0,,0,0,,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-16,m,18-69,1280,655,,625,,0.387023817,0.198047344,,0.188976473,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-16,m,70-74,51,45,,6,,0.184735755,0.163002137,,0.021733618,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-16,m,75-79,40,38,,2,,0.228623685,0.217192501,,0.011431184,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-16,m,80+,66,64,,2,,0.355833513,0.345050679,,0.010782834,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-16,m,Unknown,0,0,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-16,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-16,Unknown,18-69,1,1,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-16,Unknown,70-74,0,0,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-16,Unknown,75-79,0,0,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-16,Unknown,80+,0,0,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-16,Unknown,Unknown,0,0,,0,,na,na,,na,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-01-16,Not reported,Not reported,7918,5353,,2565,,na,na,,na,,,,,
24,Quebec,Québec,2021-01-16,f,0-17,334,334,,na,,0.042597097,0.042597097,,na,,,,,
24,Quebec,Québec,2021-01-16,f,18-69,85902,85902,,na,,2.999029091,2.999029091,,na,,,,,
24,Quebec,Québec,2021-01-16,f,70-74,2074,2074,,na,,0.914413699,0.914413699,,na,,,,,
24,Quebec,Québec,2021-01-16,f,75-79,2569,2569,,na,,1.547636977,1.547636977,,na,,,,,
24,Quebec,Québec,2021-01-16,f,80+,15085,15085,,na,,6.120395503,6.120395503,,na,,,,,
24,Quebec,Québec,2021-01-16,f,Unknown,59,59,,na,,na,na,,na,,,,,
24,Quebec,Québec,2021-01-16,m,0-17,140,140,,na,,0.017119665,0.017119665,,na,,,,,
24,Quebec,Québec,2021-01-16,m,18-69,29995,29995,,na,,1.018099394,1.018099394,,na,,,,,
24,Quebec,Québec,2021-01-16,m,70-74,1782,1782,,na,,0.835850579,0.835850579,,na,,,,,
24,Quebec,Québec,2021-01-16,m,75-79,1920,1920,,na,,1.299430822,1.299430822,,na,,,,,
24,Quebec,Québec,2021-01-16,m,80+,5829,5829,,na,,3.598747939,3.598747939,,na,,,,,
24,Quebec,Québec,2021-01-16,m,Unknown,14,14,,na,,na,na,,na,,,,,
24,Quebec,Québec,2021-01-16,Unknown,0-17,0,0,,na,,na,na,,na,,,,,
24,Quebec,Québec,2021-01-16,Unknown,18-69,71,71,,na,,na,na,,na,,,,,
24,Quebec,Québec,2021-01-16,Unknown,70-74,<5,<5,,na,,na,na,,na,,,,,
24,Quebec,Québec,2021-01-16,Unknown,75-79,<5,<5,,na,,na,na,,na,,,,,
24,Quebec,Québec,2021-01-16,Unknown,80+,9,9,,na,,na,na,,na,,,,,
24,Quebec,Québec,2021-01-16,Unknown,Unknown,0,0,,na,,na,na,,na,,,,,
35,Ontario,Ontario,2021-01-16,Not reported,Not reported,189240,178383,,10857,,na,na,,na,,,,,
46,Manitoba,Manitoba,2021-01-16,f,0-17,1,1,,0,,0.000656465,0.000656465,,0,,,,,
46,Manitoba,Manitoba,2021-01-16,f,18-69,10726,9339,,1387,,2.357300467,2.052473341,,0.304827125,,,,,
46,Manitoba,Manitoba,2021-01-16,f,70-74,300,236,,64,,1.014644705,0.798187168,,0.216457537,,,,,
46,Manitoba,Manitoba,2021-01-16,f,75-79,159,144,,15,,0.787401575,0.713118407,,0.074283167,,,,,
46,Manitoba,Manitoba,2021-01-16,f,80+,496,495,,1,,1.479007634,1.476025763,,0.00298187,,,,,
46,Manitoba,Manitoba,2021-01-16,f,Unknown,1,1,,0,,na,na,,na,,,,,
46,Manitoba,Manitoba,2021-01-16,m,0-17,0,0,,0,,0,0,,0,,,,,
46,Manitoba,Manitoba,2021-01-16,m,18-69,4179,3577,,602,,0.9028726,0.77281055,,0.13006205,,,,,
46,Manitoba,Manitoba,2021-01-16,m,70-74,224,174,,50,,0.816505067,0.634249471,,0.182255595,,,,,
46,Manitoba,Manitoba,2021-01-16,m,75-79,152,129,,23,,0.838112042,0.711292457,,0.126819585,,,,,
46,Manitoba,Manitoba,2021-01-16,m,80+,258,256,,2,,1.182455658,1.173289335,,0.009166323,,,,,
46,Manitoba,Manitoba,2021-01-16,m,Unknown,0,0,,0,,na,na,,na,,,,,
46,Manitoba,Manitoba,2021-01-16,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
46,Manitoba,Manitoba,2021-01-16,Unknown,18-69,3,3,,0,,na,na,,na,,,,,
46,Manitoba,Manitoba,2021-01-16,Unknown,70-74,0,0,,0,,na,na,,na,,,,,
46,Manitoba,Manitoba,2021-01-16,Unknown,75-79,0,0,,0,,na,na,,na,,,,,
46,Manitoba,Manitoba,2021-01-16,Unknown,80+,0,0,,0,,na,na,,na,,,,,
46,Manitoba,Manitoba,2021-01-16,Unknown,Unknown,0,0,,0,,na,na,,na,,,,,
47,Saskatchewan,Saskatchewan,2021-01-16,f,0-17,<5,<5,,0,,<0.1,<0.1,,0,,,,,
47,Saskatchewan,Saskatchewan,2021-01-16,f,18-69,7143,5852,,1291,,1.882010112,1.541862407,,0.340147705,,,,,
47,Saskatchewan,Saskatchewan,2021-01-16,f,70-74,368,>363,,<5,,1.547779273,>1.53,,<0.1,,,,,
47,Saskatchewan,Saskatchewan,2021-01-16,f,75-79,385,>380,,<5,,2.271922578,>2.24,,<0.1,,,,,
47,Saskatchewan,Saskatchewan,2021-01-16,f,80+,2039,2039,,0,,6.666666667,6.666666667,,0,,,,,
47,Saskatchewan,Saskatchewan,2021-01-16,f,Unknown,0,0,,0,,na,na,,na,,,,,
47,Saskatchewan,Saskatchewan,2021-01-16,m,0-17,0,0,,0,,0,0,,0,,,,,
47,Saskatchewan,Saskatchewan,2021-01-16,m,18-69,2678,2237,,441,,0.674333284,0.563287362,,0.111045922,,,,,
47,Saskatchewan,Saskatchewan,2021-01-16,m,70-74,389,>384,,<5,,1.709739803,>1.69,,<0.1,,,,,
47,Saskatchewan,Saskatchewan,2021-01-16,m,75-79,328,>323,,<5,,2.191927292,>2.16,,<0.1,,,,,
47,Saskatchewan,Saskatchewan,2021-01-16,m,80+,967,>962,,<5,,4.852955937,>4.83,,<0.1,,,,,
47,Saskatchewan,Saskatchewan,2021-01-16,m,Unknown,0,0,,0,,na,na,,na,,,,,
47,Saskatchewan,Saskatchewan,2021-01-16,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
47,Saskatchewan,Saskatchewan,2021-01-16,Unknown,18-69,6,6,,0,,na,na,,na,,,,,
47,Saskatchewan,Saskatchewan,2021-01-16,Unknown,70-74,<5,<5,,0,,na,na,,na,,,,,
47,Saskatchewan,Saskatchewan,2021-01-16,Unknown,75-79,<5,<5,,0,,na,na,,na,,,,,
47,Saskatchewan,Saskatchewan,2021-01-16,Unknown,80+,<5,<5,,0,,na,na,,na,,,,,
47,Saskatchewan,Saskatchewan,2021-01-16,Unknown,Unknown,0,0,,0,,na,na,,na,,,,,
48,Alberta,Alberta,2021-01-16,f,0-17,92,86,,6,,0.019247748,0.01799246,,0.001255288,,,,,
48,Alberta,Alberta,2021-01-16,f,18-69,47262,44176,,3086,,3.148612764,2.943022247,,0.205590516,,,,,
48,Alberta,Alberta,2021-01-16,f,70-74,1344,1331,,13,,1.639104347,1.623249915,,0.015854432,,,,,
48,Alberta,Alberta,2021-01-16,f,75-79,1652,1652,,0,,3.019612861,3.019612861,,0,,,,,
48,Alberta,Alberta,2021-01-16,f,80+,11906,11905,,1,,14.39330746,14.39209855,,0.001208912,,,,,
48,Alberta,Alberta,2021-01-16,f,Unknown,0,0,,0,,na,na,,na,,,,,
48,Alberta,Alberta,2021-01-16,m,0-17,34,34,,0,,0.006817015,0.006817015,,0,,,,,
48,Alberta,Alberta,2021-01-16,m,18-69,12744,11783,,961,,0.82581488,0.763541802,,0.062273077,,,,,
48,Alberta,Alberta,2021-01-16,m,70-74,950,944,,6,,1.25560064,1.24767053,,0.007930109,,,,,
48,Alberta,Alberta,2021-01-16,m,75-79,1058,1056,,2,,2.1919284,2.187784868,,0.004143532,,,,,
48,Alberta,Alberta,2021-01-16,m,80+,4813,4813,,0,,8.363453117,8.363453117,,0,,,,,
48,Alberta,Alberta,2021-01-16,m,Unknown,0,0,,0,,na,na,,na,,,,,
48,Alberta,Alberta,2021-01-16,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
48,Alberta,Alberta,2021-01-16,Unknown,18-69,4,4,,0,,na,na,,na,,,,,
48,Alberta,Alberta,2021-01-16,Unknown,70-74,0,0,,0,,na,na,,na,,,,,
48,Alberta,Alberta,2021-01-16,Unknown,75-79,0,0,,0,,na,na,,na,,,,,
48,Alberta,Alberta,2021-01-16,Unknown,80+,0,0,,0,,na,na,,na,,,,,
48,Alberta,Alberta,2021-01-16,Unknown,Unknown,0,0,,0,,na,na,,na,,,,,
59,British Columbia,Colombie-Britannique,2021-01-16,f,0-17,77,77,,0,,0.018088493,0.018088493,,0,,,,,
59,British Columbia,Colombie-Britannique,2021-01-16,f,18-69,46631,46604,,27,,2.571329001,2.569840165,,0.001488835,,,,,
59,British Columbia,Colombie-Britannique,2021-01-16,f,70-74,1604,1604,,0,,1.177213146,1.177213146,,0,,,,,
59,British Columbia,Colombie-Britannique,2021-01-16,f,75-79,1675,1675,,0,,1.835093562,1.835093562,,0,,,,,
59,British Columbia,Colombie-Britannique,2021-01-16,f,80+,11647,11647,,0,,8.610123382,8.610123382,,0,,,,,
59,British Columbia,Colombie-Britannique,2021-01-16,f,Unknown,0,0,,0,,na,na,,na,,,,,
59,British Columbia,Colombie-Britannique,2021-01-16,m,0-17,33,33,,0,,0.007365167,0.007365167,,0,,,,,
59,British Columbia,Colombie-Britannique,2021-01-16,m,18-69,16459,16442,,17,,0.920752826,0.919801808,,0.000951018,,,,,
59,British Columbia,Colombie-Britannique,2021-01-16,m,70-74,1234,1233,,1,,0.979808326,0.979014316,,0.00079401,,,,,
59,British Columbia,Colombie-Britannique,2021-01-16,m,75-79,1224,1224,,0,,1.472906463,1.472906463,,0,,,,,
59,British Columbia,Colombie-Britannique,2021-01-16,m,80+,4959,4959,,0,,4.906500445,4.906500445,,0,,,,,
59,British Columbia,Colombie-Britannique,2021-01-16,m,Unknown,0,0,,0,,na,na,,na,,,,,
59,British Columbia,Colombie-Britannique,2021-01-16,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
59,British Columbia,Colombie-Britannique,2021-01-16,Unknown,18-69,2,2,,0,,na,na,,na,,,,,
59,British Columbia,Colombie-Britannique,2021-01-16,Unknown,70-74,0,0,,0,,na,na,,na,,,,,
59,British Columbia,Colombie-Britannique,2021-01-16,Unknown,75-79,0,0,,0,,na,na,,na,,,,,
59,British Columbia,Colombie-Britannique,2021-01-16,Unknown,80+,2,2,,0,,na,na,,na,,,,,
59,British Columbia,Colombie-Britannique,2021-01-16,Unknown,Unknown,0,0,,0,,na,na,,na,,,,,
60,Yukon,Yukon,2021-01-16,f,0-17,0,0,,0,,0,0,,0,,,,,
60,Yukon,Yukon,2021-01-16,f,18-69,800,800,,0,,5.282969029,5.282969029,,0,,,,,
60,Yukon,Yukon,2021-01-16,f,70-74,17,17,,0,,2.407932011,2.407932011,,0,,,,,
60,Yukon,Yukon,2021-01-16,f,75-79,26,26,,0,,6.683804627,6.683804627,,0,,,,,
60,Yukon,Yukon,2021-01-16,f,80+,87,87,,0,,20.66508314,20.66508314,,0,,,,,
60,Yukon,Yukon,2021-01-16,f,Unknown,0,0,,0,,na,na,,na,,,,,
60,Yukon,Yukon,2021-01-16,m,0-17,<5,<5,,0,,<0.1,<0.1,,0,,,,,
60,Yukon,Yukon,2021-01-16,m,18-69,279,279,,0,,1.824602707,1.824602707,,0,,,,,
60,Yukon,Yukon,2021-01-16,m,70-74,17,17,,0,,2.05811138,2.05811138,,0,,,,,
60,Yukon,Yukon,2021-01-16,m,75-79,21,21,,0,,4.4397463,4.4397463,,0,,,,,
60,Yukon,Yukon,2021-01-16,m,80+,62,62,,0,,15.08515815,15.08515815,,0,,,,,
60,Yukon,Yukon,2021-01-16,m,Unknown,0,0,,0,,na,na,,na,,,,,
60,Yukon,Yukon,2021-01-16,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
60,Yukon,Yukon,2021-01-16,Unknown,18-69,<5,<5,,0,,na,na,,na,,,,,
60,Yukon,Yukon,2021-01-16,Unknown,70-74,0,0,,0,,na,na,,na,,,,,
60,Yukon,Yukon,2021-01-16,Unknown,75-79,0,0,,0,,na,na,,na,,,,,
60,Yukon,Yukon,2021-01-16,Unknown,80+,0,0,,0,,na,na,,na,,,,,
60,Yukon,Yukon,2021-01-16,Unknown,Unknown,0,0,,0,,na,na,,na,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,f,0-17,<5,<5,,0,,<0.1,<0.1,,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,f,18-69,907,907,,0,,5.804428517,5.804428517,,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,f,70-74,56,56,,0,,11.76470588,11.76470588,,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,f,75-79,39,39,,0,,13.92857143,13.92857143,,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,f,80+,81,81,,0,,34.17721519,34.17721519,,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,f,Unknown,0,0,,0,,na,na,,na,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,m,0-17,0,0,,0,,0,0,,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,m,18-69,625,625,,0,,3.754430228,3.754430228,,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,m,70-74,67,67,,0,,11.71328671,11.71328671,,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,m,75-79,46,46,,0,,14.24148607,14.24148607,,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,m,80+,70,70,,0,,26.02230483,26.02230483,,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,m,Unknown,0,0,,0,,na,na,,na,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,Unknown,18-69,0,0,,0,,na,na,,na,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,Unknown,70-74,<5,<5,,0,,na,na,,na,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,Unknown,75-79,0,0,,0,,na,na,,na,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,Unknown,80+,0,0,,0,,na,na,,na,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,Unknown,Unknown,0,0,,0,,na,na,,na,,,,,
62,Nunavut,Nunavut,2021-01-16,f,0-17,0,0,,0,,0,0,,0,,,,,
62,Nunavut,Nunavut,2021-01-16,f,18-69,1033,1033,,0,,8.831324271,8.831324271,,0,,,,,
62,Nunavut,Nunavut,2021-01-16,f,70-74,27,27,,0,,12.3853211,12.3853211,,0,,,,,
62,Nunavut,Nunavut,2021-01-16,f,75-79,21,21,,0,,18.10344828,18.10344828,,0,,,,,
62,Nunavut,Nunavut,2021-01-16,f,80+,22,22,,0,,26.5060241,26.5060241,,0,,,,,
62,Nunavut,Nunavut,2021-01-16,f,Unknown,0,0,,0,,na,na,,na,,,,,
62,Nunavut,Nunavut,2021-01-16,m,0-17,0,0,,0,,0,0,,0,,,,,
62,Nunavut,Nunavut,2021-01-16,m,18-69,964,964,,0,,7.832304192,7.832304192,,0,,,,,
62,Nunavut,Nunavut,2021-01-16,m,70-74,33,33,,0,,13.69294606,13.69294606,,0,,,,,
62,Nunavut,Nunavut,2021-01-16,m,75-79,21,21,,0,,17.64705882,17.64705882,,0,,,,,
62,Nunavut,Nunavut,2021-01-16,m,80+,20,20,,0,,20.83333333,20.83333333,,0,,,,,
62,Nunavut,Nunavut,2021-01-16,m,Unknown,0,0,,0,,na,na,,na,,,,,
62,Nunavut,Nunavut,2021-01-16,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
62,Nunavut,Nunavut,2021-01-16,Unknown,18-69,0,0,,0,,na,na,,na,,,,,
62,Nunavut,Nunavut,2021-01-16,Unknown,70-74,0,0,,0,,na,na,,na,,,,,
62,Nunavut,Nunavut,2021-01-16,Unknown,75-79,0,0,,0,,na,na,,na,,,,,
62,Nunavut,Nunavut,2021-01-16,Unknown,80+,0,0,,0,,na,na,,na,,,,,
62,Nunavut,Nunavut,2021-01-16,Unknown,Unknown,0,0,,0,,na,na,,na,,,,,
1,Canada,Canada,2021-01-23,f,0-17,662,651,,17,,0.018837054,0.018357668,,0.000479386,,,,,
1,Canada,Canada,2021-01-23,f,18-69,278756,260526,,18230,,2.14390949,2.00370275,,0.14020674,,,,,
1,Canada,Canada,2021-01-23,f,70-74,9981,9770,,211,,1.07054484,1.047913344,,0.022631496,,,,,
1,Canada,Canada,2021-01-23,f,75-79,10925,10838,,87,,1.684378985,1.670965623,,0.013413361,,,,,
1,Canada,Canada,2021-01-23,f,80+,63240,62982,,257,,6.383938801,6.357894269,,0.026044532,,,,,
1,Canada,Canada,2021-01-23,f,Unknown,2,2,,0,,na,na,,na,,,,,
1,Canada,Canada,2021-01-23,m,0-17,277,274,,6,,0.007559091,0.007397111,,0.000161981,,,,,
1,Canada,Canada,2021-01-23,m,18-69,102726,96961,,5765,,0.785122792,0.741061572,,0.04406122,,,,,
1,Canada,Canada,2021-01-23,m,70-74,8438,8302,,133,,0.987717329,0.971797732,,0.015919597,,,,,
1,Canada,Canada,2021-01-23,m,75-79,8114,8023,,91,,1.424268382,1.40829495,,0.015973431,,,,,
1,Canada,Canada,2021-01-23,m,80+,26701,26576,,123,,3.96713493,3.948562896,,0.018572033,,,,,
1,Canada,Canada,2021-01-23,m,Unknown,0,1,,0,,na,na,,na,,,,,
1,Canada,Canada,2021-01-23,Unknown,0-17,1,1,,0,,na,na,,na,,,,,
1,Canada,Canada,2021-01-23,Unknown,18-69,185,177,,6,,na,na,,na,,,,,
1,Canada,Canada,2021-01-23,Unknown,70-74,6,6,,0,,na,na,,na,,,,,
1,Canada,Canada,2021-01-23,Unknown,75-79,0,3,,0,,na,na,,na,,,,,
1,Canada,Canada,2021-01-23,Unknown,80+,14,18,,0,,na,na,,na,,,,,
1,Canada,Canada,2021-01-23,Unknown,Unknown,1356,1376,,1,,na,na,,na,,,,,
1,Canada,Canada,2021-01-23,Not reported,Not reported,260648,226366,,34282,,0.685821254,0.595617899,,0.090203356,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,f,0-17,0,0,,0,,0,0,,0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,f,18-69,3806,2511,,1295,,2.095538035,1.382526538,,0.713011496,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,f,70-74,71,69,,2,,0.417769932,0.406001765,,0.011768167,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,f,75-79,111,111,,0,,1.049248511,1.049248511,,0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,f,80+,454,454,,0,,3.410969196,3.410969196,,0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,f,Unknown,0,0,,0,,na,na,,na,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,m,0-17,0,0,,0,,0,0,,0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,m,18-69,1282,860,,422,,0.719505214,0.482663404,,0.23684181,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,m,70-74,55,48,,7,,0.339841819,0.296589224,,0.043252595,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,m,75-79,58,54,,4,,0.587103958,0.54661403,,0.040489928,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,m,80+,195,194,,1,,2.039109066,2.028652097,,0.01045697,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,m,Unknown,0,0,,0,,na,na,,na,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,Unknown,18-69,42,37,,5,,na,na,,na,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,Unknown,70-74,0,0,,0,,na,na,,na,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,Unknown,75-79,0,0,,0,,na,na,,na,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,Unknown,80+,0,0,,0,,na,na,,na,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,Unknown,Unknown,1374,1373,,1,,na,na,,na,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,f,0-17,<5,<5,,0,,<0.1,<0.1,,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,f,18-69,2636,1131,,1505,,4.843451418,2.078127297,,2.765324122,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,f,70-74,128,121,,7,,2.740312567,2.590451723,,0.149860844,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,f,75-79,151,>146,,<5,,5,>4.83,,<0.1,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,f,80+,950,>945,,<5,,21.72918573,>21.61,,<0.1,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,f,Unknown,0,0,,0,,na,na,,na,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,m,0-17,<5,<5,,<5,,<0.1,<0.1,,<0.1,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,m,18-69,777,411,,366,,1.451414055,0.767736392,,0.683677663,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,m,70-74,98,92,,6,,2.209695603,2.074408117,,0.135287486,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,m,75-79,77,>72,,<5,,2.997275204,>2.80,,<0.1,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,m,80+,394,>389,,<5,,14.20331651,>14.02,,<0.1,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,m,Unknown,1,1,,0,,na,na,,na,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,Unknown,18-69,7,<5,,<5,,na,na,,na,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,Unknown,70-74,0,0,,0,,na,na,,na,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,Unknown,75-79,0,0,,0,,na,na,,na,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,Unknown,80+,0,0,,0,,na,na,,na,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,Unknown,Unknown,<5,<5,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,f,0-17,1,1,,0,,na,0.00123533,,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,f,18-69,5437,3511,,1926,,1.596717874,1.03109738,,0.565620494,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,f,70-74,102,77,,25,,0.342373792,0.258458647,,0.083915145,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,f,75-79,96,88,,8,,0.474355173,0.434825576,,0.039529598,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,f,80+,405,400,,5,,1.422649993,1.405086413,,0.01756358,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,f,Unknown,0,0,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,m,0-17,0,0,,0,,0,0,,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,m,18-69,1940,1215,,725,,0.586582973,0.367370264,,0.219212709,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,m,70-74,82,70,,12,,0.297026117,0.25355888,,0.043467237,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,m,75-79,74,71,,3,,0.422953818,0.405807042,,0.017146776,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,m,80+,150,146,,4,,0.80871253,0.787146862,,0.021565667,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,m,Unknown,0,0,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,Unknown,18-69,1,1,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,Unknown,70-74,0,0,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,Unknown,75-79,0,0,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,Unknown,80+,0,0,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,Unknown,Unknown,0,0,,0,,na,na,,na,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-01-23,Not reported,Not reported,11516,8675,,2841,,na,na,,na,,,,,
24,Quebec,Québec,2021-01-23,f,0-17,459,459,,na,,0.058539124,0.058539124,,na,,,,,
24,Quebec,Québec,2021-01-23,f,18-69,124630,124630,,na,,4.351109353,4.351109353,,na,,,,,
24,Quebec,Québec,2021-01-23,f,70-74,3498,3498,,na,,1.542246442,1.542246442,,na,,,,,
24,Quebec,Québec,2021-01-23,f,75-79,4275,4275,,na,,2.575378776,2.575378776,,na,,,,,
24,Quebec,Québec,2021-01-23,f,80+,23505,23505,,na,,9.536618913,9.536618913,,na,,,,,
24,Quebec,Québec,2021-01-23,f,Unknown,0,0,,na,,na,na,,na,,,,,
